input_size,output_size,kernel_size,stride,padding,forward_featuremap_internal_padding,forward_featuremap_external_padding,forward_weight_internal_padding,forward_featuremap_elements_after_im2col,forward_featuremap_zeros_after_im2col,loss_featuremap_internal_padding,loss_featuremap_external_padding,loss_weight_internal_padding,loss_featuremap_elements_after_im2col,loss_featuremap_zeros_after_im2col,gradient_featuremap_internal_padding,gradient_featuremap_external_padding,gradient_weight_internal_padding,gradient_featuremap_elements_after_im2col,gradient_featuremap_zeros_after_im2col,gradient_weight_zeros_after_im2col,forward_featuremap_sparsity_after_im2col,forward_weight_sparsity_after_im2col,loss_featuremap_sparsity_after_im2col,loss_weight_sparsity_after_im2col,gradient_featuremap_sparsity_after_im2col,gradient_weight_sparsity_after_im2col,forward_featuremap_additional_storage,loss_featuremap_additional_storage,gradient_kernal_additional_storage
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 192, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,150528,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",150528,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 224, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,175616,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",175616,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 256, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,200704,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",200704,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 288, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,225792,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",225792,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 320, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,250880,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",250880,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 352, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,275968,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",275968,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 384, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,301056,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",301056,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 416, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,326144,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",326144,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 448, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,351232,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",351232,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 480, 28, 28)","(-1, 128, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,376320,0,"(0, 0)","(0, 0)",0,100352,0,0,"(0, 0)","(0, 0)",376320,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 28, 28)","(-1, 32, 28, 28)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,903168,42496,"(0, 0)","(1, 1)",0,225792,10624,0,"(1, 1)","(0, 0)",903168,42496,0,0.04705215419501134,0,0.04705215419501134,0,0.04705215419501134,0.0,0.056640625,0.01416015625,0.0
"(-1, 512, 28, 28)","(-1, 256, 28, 28)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,401408,0,"(0, 0)","(0, 0)",0,200704,0,0,"(0, 0)","(0, 0)",401408,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 256, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,50176,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",50176,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 288, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,56448,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",56448,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 320, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,62720,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",62720,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 352, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,68992,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",68992,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 384, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,75264,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",75264,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 416, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,81536,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",81536,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 448, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,87808,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",87808,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 480, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,94080,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",94080,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 512, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,100352,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",100352,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 544, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,106624,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",106624,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 576, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,112896,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",112896,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 608, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,119168,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",119168,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 640, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,125440,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",125440,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 672, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,131712,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",131712,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 704, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,137984,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",137984,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 736, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,144256,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",144256,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 768, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,150528,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",150528,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 800, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,156800,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",156800,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 832, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,163072,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",163072,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 864, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,169344,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",169344,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 896, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,175616,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",175616,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 928, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,181888,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",181888,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"(-1, 128, 14, 14)","(-1, 32, 14, 14)","(3, 3)","(1, 1)","(1, 1)",0,"(1, 1)",0,225792,20992,"(0, 0)","(1, 1)",0,56448,5248,0,"(1, 1)","(0, 0)",225792,20992,0,0.09297052154195011,0,0.09297052154195011,0,0.09297052154195011,0.0,0.029296875,0.00732421875,0.0
"(-1, 960, 14, 14)","(-1, 128, 14, 14)","(1, 1)","(1, 1)","(0, 0)",0,"(0, 0)",0,188160,0,"(0, 0)","(0, 0)",0,25088,0,0,"(0, 0)","(0, 0)",188160,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
